"fid","dim","iid","rep","basic.dim","basic.observations","basic.lower_min","basic.lower_max","basic.upper_min","basic.upper_max","basic.objective_min","basic.objective_max","basic.blocks_min","basic.blocks_max","basic.cells_total","basic.cells_filled","basic.minimize_fun","basic.costs_fun_evals","basic.costs_runtime","ela_distr.skewness","ela_distr.kurtosis","ela_distr.number_of_peaks","ela_distr.costs_fun_evals","ela_distr.costs_runtime","ela_meta.lin_simple.adj_r2","ela_meta.lin_simple.intercept","ela_meta.lin_simple.coef.min","ela_meta.lin_simple.coef.max","ela_meta.lin_simple.coef.max_by_min","ela_meta.lin_w_interact.adj_r2","ela_meta.quad_simple.adj_r2","ela_meta.quad_simple.cond","ela_meta.quad_w_interact.adj_r2","ela_meta.costs_fun_evals","ela_meta.costs_runtime","disp.ratio_mean_02","disp.ratio_mean_05","disp.ratio_mean_10","disp.ratio_mean_25","disp.ratio_median_02","disp.ratio_median_05","disp.ratio_median_10","disp.ratio_median_25","disp.diff_mean_02","disp.diff_mean_05","disp.diff_mean_10","disp.diff_mean_25","disp.diff_median_02","disp.diff_median_05","disp.diff_median_10","disp.diff_median_25","disp.costs_fun_evals","disp.costs_runtime","limo.avg_length.reg","limo.avg_length.norm","limo.length.mean","limo.length.sd","limo.cor.reg","limo.cor.norm","limo.ratio.mean","limo.ratio.sd","limo.sd_ratio.reg","limo.sd_ratio.norm","limo.sd_mean.reg","limo.sd_mean.norm","limo.costs_fun_evals","limo.costs_runtime","nbc.nn_nb.sd_ratio","nbc.nn_nb.mean_ratio","nbc.nn_nb.cor","nbc.dist_ratio.coeff_var","nbc.nb_fitness.cor","nbc.costs_fun_evals","nbc.costs_runtime","pca.expl_var.cov_x","pca.expl_var.cor_x","pca.expl_var.cov_init","pca.expl_var.cor_init","pca.expl_var_PC1.cov_x","pca.expl_var_PC1.cor_x","pca.expl_var_PC1.cov_init","pca.expl_var_PC1.cor_init","pca.costs_fun_evals","pca.costs_runtime","ic.h.max","ic.eps.s","ic.eps.max","ic.eps.ratio","ic.m0","ic.costs_fun_evals","ic.costs_runtime"
1,2,2,1,2,100,-5,-5,5,5,-1.23750878116541,2.7217939390258,1,1,1,1,TRUE,0,0,0.726153862823368,-0.320966841782908,1,0,0.0300000000000002,0.894875815408495,-2.12941892120184,1.83237193656864,2.42931360876714,1.32577538450865,0.901928083296808,1,1,1,0,0.00999999999999979,0.183919654816353,0.257687115236651,0.347854715065518,0.503238761706974,0.187829043493066,0.258902072889866,0.324021708536107,0.494625719116234,-0.429425973707966,-0.390609129624039,-0.343162441829214,-0.261398500421367,-0.418473770461756,-0.381853157090235,-0.348300049531229,-0.260395769045236,0,0,3.04288539443495,1,3.04288539443495,NA,NA,NA,1.32577538450865,NA,NA,NA,NA,NA,0,0,1.02102582808034,0.901071375216882,0.722043501650178,0.148111715316964,-0.219142406016277,0,0.0199999999999996,1,1,0.333333333333333,0.666666666666667,0.578374345307139,0.578365106655048,0.931143544536068,0.699114861789986,0,0,0.722490772264457,0.805805805805806,1.4972369099516,0.245245245245245,0.36734693877551,0,0.85
1,2,2,2,2,100,-5,-5,5,5,-1.33362695800108,2.76070821722763,1,1,1,1,TRUE,0,0,0.594866555089869,-0.428886369141004,1,0,0.0300000000000002,0.873060290912011,-2.25905427275674,1.92540526409994,2.5928246284941,1.34663838145584,0.871630205219246,1,1,1,0,0.0199999999999996,0.195748817498116,0.220336245950456,0.330016494056407,0.529558663494683,0.199798658431392,0.215089647510403,0.307543431690456,0.528102424950603,-0.423872305683195,-0.410913754653785,-0.353107909087042,-0.247941263042812,-0.413189416288064,-0.405293809865262,-0.357554668308595,-0.243667528974888,0,0,3.22953943854992,1,3.22953943854992,NA,NA,NA,1.34663838145584,NA,NA,NA,NA,NA,0,0.00999999999999979,1.01955644141127,0.886478467761554,0.630773059792339,0.176393288353854,-0.25654234891684,0,0.0200000000000005,1,1,0.333333333333333,0.666666666666667,0.501670718448073,0.501647208361433,0.919339410117502,0.644481731556306,0,0,0.766876753636434,0.825825825825826,1.53174046370208,0.225225225225225,0.561224489795918,0,0.86
1,2,2,3,2,100,-5,-5,5,5,-1.33939767207158,3.18807235916926,1,1,1,1,TRUE,0,0,0.649312140822059,-0.0291705005271141,2,0,0.0300000000000002,0.86626085716543,-2.25608765328063,1.94954633892926,2.56526490579187,1.31582658722581,0.864772707912208,1,1,1,0,0.0200000000000005,0.206015029084911,0.239210413173476,0.323349242788527,0.507732132664769,0.210825565222752,0.224635728583454,0.31137092180389,0.508930487023754,-0.417686690245922,-0.400223802887469,-0.355961416884655,-0.258964267276616,-0.405683171838216,-0.398583916427903,-0.353996805207557,-0.252439294581917,0,0,3.2220048051671,1,3.2220048051671,NA,NA,NA,1.31582658722581,NA,NA,NA,NA,NA,0,0,0.982922497162804,0.908523740167624,0.623204061066563,0.149467376131142,-0.272376823790063,0,0.00999999999999979,1,1,0.333333333333333,0.666666666666667,0.501944546693735,0.501781340805126,0.919020120008496,0.643218983438909,0,0,0.736278140639797,0.785785785785786,0.76715811767793,0.225225225225225,0.418367346938776,0,0.86
1,2,2,4,2,100,-5,-5,5,5,-1.31356032373892,2.54716339617804,1,1,1,1,TRUE,0,0,0.581849682820047,-0.544196812715438,1,0,0.0499999999999998,0.885530854181992,-2.21553759950224,1.90288782729556,2.53104326127652,1.33010639143859,0.886798037570472,1,1,1,0,0,0.189870913265554,0.240299005402929,0.327859816019023,0.520847756186595,0.193002068901661,0.200841174948534,0.341906146857072,0.507426107489827,-0.426503726020688,-0.399955155496699,-0.353857548840344,-0.252256363416536,-0.417962675418909,-0.413902623205659,-0.340841849695943,-0.255115278517325,0,0.0100000000000007,3.16656944874463,1,3.16656944874463,NA,NA,NA,1.33010639143859,NA,NA,NA,NA,NA,0,0,0.988294271652036,0.916037900732655,0.605129886947642,0.146973556835614,-0.248943272070192,0,0.0199999999999996,1,1,0.333333333333333,0.666666666666667,0.528655070519342,0.528653118329717,0.924208712281626,0.665633405660658,0,0,0.650303364733082,0.765765765765765,2.21485523372636,0.485485485485485,0.316326530612245,0,0.800000000000001
1,2,2,5,2,100,-5,-5,5,5,-1.28647763768157,2.96128353963209,1,1,1,1,TRUE,0,0,0.714285528572472,-0.182107022614237,1,0,0.0300000000000002,0.869387441259931,-2.22259986714413,1.87387169607088,2.57154025373704,1.37231394183979,0.867909611970768,1,1,1,0,0,0.14938334191109,0.244613123465991,0.335186839626151,0.513369454803124,0.152935233603507,0.214152142193658,0.333588173954207,0.511973093635026,-0.447108172644329,-0.397052706168994,-0.349444599348046,-0.255786777447693,-0.434900555836893,-0.403470529906607,-0.342149603030395,-0.250563098904931,0,0.00999999999999979,3.18185706937403,1,3.18185706937403,NA,NA,NA,1.37231394183979,NA,NA,NA,NA,NA,0,0,0.96312603755118,0.915480865408181,0.606607835063007,0.143430848619078,-0.276025718719761,0,0.0200000000000005,1,1,0.333333333333333,0.666666666666667,0.512562403675374,0.51253597855625,0.920995795087796,0.652597347514718,0,0.00999999999999979,0.718918103932066,0.805805805805806,1.01159111222383,0.165165165165165,0.326530612244898,0,0.83
1,2,2,6,2,100,-5,-5,5,5,-1.31929817167696,2.71303859371034,1,1,1,1,TRUE,0,0,0.611725800989026,-0.413543662561054,1,0,0.04,0.87392550915501,-2.26778897281591,1.90212820226747,2.63564801863976,1.38563111334866,0.873057332879094,1,1,1,0,0.00999999999999979,0.204045950035208,0.245128855200655,0.31500596527493,0.509947227694755,0.208099523801044,0.209719951878287,0.313574485021459,0.503796141676563,-0.418742602115401,-0.397129341133563,-0.360367768148163,-0.257811331015957,-0.408494908207947,-0.407659024610745,-0.354086575473032,-0.255962403926294,0,0,3.25034339355413,1,3.25034339355413,NA,NA,NA,1.38563111334866,NA,NA,NA,NA,NA,0,0,0.988616582296403,0.905934381614518,0.710921458100681,0.161141997999121,-0.294519983172423,0,0.0100000000000007,1,1,0.333333333333333,0.666666666666667,0.506337646542417,0.506312320771892,0.919006399393191,0.641790480708061,0,0.0199999999999996,0.672373914360886,0.805805805805806,1.60400310705682,0.505505505505505,0.26530612244898,0,0.84
1,2,2,7,2,100,-5,-5,5,5,-1.31403655510815,3.05790968933706,1,1,1,1,TRUE,0,0,0.642747097679943,-0.190920419169611,2,0,0,0.873711634094636,-2.1872829374171,1.85919149709885,2.51588958827327,1.35321702589494,0.876973875319798,1,1,1,0,0.00999999999999979,0.144632176047514,0.234790398741949,0.316724195791897,0.519128616812856,0.147684700193695,0.203278045871743,0.320114475281246,0.526692060342293,-0.449536540700247,-0.402154099590339,-0.359093985963344,-0.252720820290873,-0.438673893065491,-0.410060832402768,-0.349926875693806,-0.243604493026979,0,0.0200000000000005,3.12830520302392,1,3.12830520302392,NA,NA,NA,1.35321702589494,NA,NA,NA,NA,NA,0,0,0.981472896321793,0.915264948430658,0.728182668730352,0.131427361252298,-0.261129037138452,0,0.00999999999999979,1,1,0.333333333333333,0.666666666666667,0.534795853952059,0.534765274667561,0.924225439657846,0.667312983560917,0,0,0.739618615747914,0.845845845845846,1.05931476351837,0.305305305305305,0.438775510204082,0,0.16
1,2,2,8,2,100,-5,-5,5,5,-1.35214119348697,2.86618037070205,1,1,1,1,TRUE,0,0,0.57519387041377,-0.378769080634649,2,0,0,0.866145556215778,-2.27856022197931,1.9889974607551,2.56889542235964,1.29155289186965,0.864914992075419,1,1,1,0,0.0100000000000007,0.18216937941866,0.237670216091876,0.342261067498298,0.514457390165338,0.18617370739645,0.202259725695259,0.33427562497089,0.522488025637926,-0.430122002287181,-0.400932423910269,-0.345924913435944,-0.255361629024573,-0.418809997347524,-0.41053183609581,-0.342594023164529,-0.245736455719812,0,0.0199999999999996,3.24889744219643,1,3.24889744219643,NA,NA,NA,1.29155289186965,NA,NA,NA,NA,NA,0,0,0.946111101849287,0.898116448026156,0.659589635803909,0.160383686952224,-0.277316815433018,0,0.00999999999999979,1,1,0.333333333333333,0.666666666666667,0.51044198163712,0.510420019221812,0.918033348041134,0.63782883318924,0,0,0.713602182975859,0.865865865865866,1.33390569003906,0.405405405405405,0.36734693877551,0,0.16
1,2,2,9,2,100,-5,-5,5,5,-1.33117701713148,2.88576545752955,1,1,1,1,TRUE,0,0,0.602185021620707,-0.305806646688061,2,0,0.00999999999999979,0.880379040719342,-2.24910273365732,1.91113975302216,2.58720250773439,1.3537484653559,0.879287627127503,1,1,1,0,0,0.161375435436644,0.237421620548154,0.320475269491756,0.506368502180048,0.164285039948113,0.21304294563867,0.318798766720404,0.505064174951823,-0.442202393972897,-0.402103634015485,-0.358309874635007,-0.260289334822983,-0.432863628827196,-0.407609176053109,-0.3528323075378,-0.256355010389708,0,0,3.21653104626843,1,3.21653104626843,NA,NA,NA,1.3537484653559,NA,NA,NA,NA,NA,0,0,0.901041082605596,0.905759590375527,0.656268767761548,0.139680437800302,-0.231474159129721,0,0.0100000000000007,1,1,0.333333333333333,0.666666666666667,0.506744499127128,0.506716549556411,0.920912465846942,0.650919922556136,0,0.0199999999999996,0.701974824126813,0.825825825825826,1.84189668079971,0.465465465465465,0.285714285714286,0,0.14
1,2,2,10,2,100,-5,-5,5,5,-1.30258501920277,2.96119854110861,1,1,1,1,TRUE,0,0,0.602741152377714,-0.386722620995873,1,0,0,0.883628982281146,-2.22307032938448,1.87373498729665,2.57211937897995,1.37272314196945,0.883705113521712,1,1,1,0,0.0199999999999996,0.205148874650255,0.241140158701695,0.342598628453833,0.492908936671311,0.208240876599703,0.24513465073318,0.335293687976376,0.481294746472545,-0.418874706385141,-0.399907835660969,-0.346440732989368,-0.267229438932821,-0.411049926693274,-0.391896142790065,-0.345089147386723,-0.269291189878819,0,0,3.18224463269934,1,3.18224463269934,NA,NA,NA,1.37272314196945,NA,NA,NA,NA,NA,0,0,0.997530702443157,0.909227066362956,0.713555069476451,0.161535964105534,-0.240454431916336,0,0.0199999999999996,1,1,0.333333333333333,0.666666666666667,0.520934454369954,0.52093392955653,0.922928171117581,0.660322523118177,0,0,0.650327168549742,0.805805805805806,2.11507282486879,0.425425425425425,0.346938775510204,0,0.15
1,2,3,1,2,100,-5,-5,5,5,-1.27658196979406,2.64402002418005,1,1,1,1,TRUE,0,0,0.64174229830396,-0.661835530420142,1,0,0,0.807339092370611,-1.46342020932301,0.179127375022746,3.10708600683931,17.3456793326245,0.805310824506328,1,1,1,0,0.0200000000000005,0.282269323903948,0.226880171027651,0.331687244583847,0.51840610743397,0.287849243134457,0.248394555268085,0.327523229734069,0.504664844806305,-0.377777737441858,-0.406931833190203,-0.351766601391384,-0.253487076920012,-0.367574507517091,-0.387938928002374,-0.347096896639054,-0.255665775779833,0,0,3.11224518159788,1,3.11224518159788,NA,NA,NA,17.3456793326245,NA,NA,NA,NA,NA,0,0.00999999999999979,0.822255695895812,0.899140639139944,0.691304957931848,0.146768464087214,-0.277348211553044,0,0,1,1,0.333333333333333,0.666666666666667,0.516126936945,0.516095905061039,0.915395823527121,0.633473313631193,0,0.0200000000000005,0.778750029465537,0.865865865865866,1.60400310705682,0.405405405405405,0.377551020408163,0,0.14
1,2,3,2,2,100,-5,-5,5,5,-1.25253231702072,2.51769036262701,1,1,1,1,TRUE,0,0,0.68491228673388,-0.621912769211164,1,0,0,0.800923308335696,-1.4331119412873,0.246593858413644,3.11413509123408,12.6285995574567,0.807180694725109,1,1,1,0,0,0.233098846985399,0.272835790824812,0.318975506312378,0.514777739840049,0.239097685580389,0.294897680548286,0.334935683130247,0.513304856406,-0.403425534888191,-0.382522061526309,-0.358250433654854,-0.255249387845109,-0.390227301693872,-0.361610380627646,-0.34107696731468,-0.249600676766325,0,0,3.12388314401529,1,3.12388314401529,NA,NA,NA,12.6285995574567,NA,NA,NA,NA,NA,0,0,0.969011767176711,0.895468426886054,0.633506280420831,0.173815186877069,-0.258882899221571,0,0.0199999999999996,1,1,0.333333333333333,0.666666666666667,0.550942608920052,0.550929934819424,0.914461094791305,0.634617648114894,0,0,0.697058508702877,0.825825825825826,1.53174046370208,0.265265265265265,0.397959183673469,0,0.140000000000001
1,2,3,3,2,100,-5,-5,5,5,-1.25966058531912,2.39178778339134,1,1,1,1,TRUE,0,0,0.644108094293106,-0.723479976121313,2,0,0,0.816915390672204,-1.50650666937319,0.121635615695397,3.1351565464599,25.7749880948606,0.816719498196138,1,1,1,0,0,0.189931137819707,0.241698811464292,0.344736333004337,0.505383011864939,0.193833808998394,0.228223492137787,0.343934367027517,0.503688081975926,-0.426138124989275,-0.398905650798641,-0.344702584513094,-0.260194121453351,-0.415546541770998,-0.397820030710766,-0.338175686352956,-0.255829013268834,0,0.0199999999999996,3.13751522606918,1,3.13751522606918,NA,NA,NA,25.7749880948606,NA,NA,NA,NA,NA,0,0,0.981773602608883,0.903203993419861,0.642288591113264,0.148721299175664,-0.298805178132786,0,0.00999999999999979,1,1,0.333333333333333,0.666666666666667,0.527381756524389,0.527375548273542,0.916012083941551,0.636314808981538,0,0,0.717839378877562,0.785785785785786,0.901717097853308,0.405405405405405,0.306122448979592,0,0.140000000000001
