"class" "GLCM_Pan" "Mean_G" "Mean_NIR" "Mean_R" "SD_Plan"
"1" 133.359375 166 247 84 14.101751
"1" 127.395833 200.333333 486.166667 99.166667 26.023494
"1" 137.922594 231.333333 641.866667 99.366667 40.490932
"1" 105.1 206.8 564.2 97 21.303521
"1" 132.386555 203.733333 531.866667 95.8 53.596849
"1" 107.576923 213.307692 514.153846 90.769231 45.348225
"1" 127.765766 187 310.142857 82.357143 15.443941
"1" 124.018476 170.927273 217.836364 69.072727 13.337253
"1" 132.299304 203.407407 495.407407 90 36.943771
"1" 153.541667 204 452 87 1.699673
"1" 125.73937 169.203046 206.411168 69.416244 7.412496
"1" 140.857143 175.75 293 79.916667 6.015605
"1" 132.592007 164.682927 177.897561 68.682927 8.123652
"1" 138.240418 198.25 445.388889 87.055556 27.26414
"1" 136.250617 191.686275 441.764706 87.176471 20.390781
"1" 130.011364 199.181818 520.636364 95.272727 12.186566
"1" 120.872081 226.387097 746.806452 101.709677 16.682722
"1" 144.339744 174.4 302.1 77.65 10.067274
"1" 106.34375 231.8 726.4 111.8 28.667229
"1" 141.350694 224.444444 668.666667 107.111111 30.063924
"1" 128.177165 206.5 456.875 94.4375 23.224427
"1" 127.479315 206.818182 525.431818 93.590909 18.794822
"1" 130.766562 217 648.4 97.4 24.676862
"1" 123.854494 213.272727 645.272727 100.568182 34.318355
"1" 122.673611 183.333333 390.777778 80.666667 20.083775
"1" 119.14881 200 488.619048 93.52381 29.794534
"1" 111.150735 193.058824 493.823529 88.352941 33.466194
"1" 109.638889 206.555556 463.555556 97.666667 20.259429
"1" 127.918558 218.87234 679.574468 98.085106 19.805391
"1" 135.184015 177 406.441177 78.5 16.311867
"1" 138.233824 214.418605 730.813954 97.44186 26.142742
"1" 136.759563 195.695652 511.26087 89.521739 15.833252
"1" 93.6875 220.857143 677 99.714286 8.729495
"1" 106.355814 218.62963 719.592593 99.481481 19.924205
"1" 139.234043 211 588.666667 99.777778 18.667328
"1" 183.28125 204 475.5 96.5 1
"1" 113.980836 188.722222 456 82.083333 16.625783
"1" 98.419643 210.285714 628 97.571429 17.779833
"1" 149.3125 206.666667 607.666667 94.833333 27.373446
"1" 125.569124 222.707317 775.134146 101.439024 21.64281
"1" 111.444686 206.586207 631.793103 94.344828 25.200881
"1" 109.208333 220 757.416667 95.083333 19.728716
"1" 139.497748 201.214286 568.214286 88.071429 22.322857
"1" 130.857939 201.777778 471.844444 88.066667 16.218508
"1" 141.576389 213 721.777778 90.777778 40.472213
"1" 106.289474 197.5 541.5 86.5 27.578549
"1" 133.612211 178.5 347.289474 73.815789 18.836536
"1" 140.392046 204 583 96 21.859431
"1" 134.625 216.928571 714.714286 98.714286 12.613566
"1" 142.681818 210.277778 628.333333 93.944444 25.658488
"1" 139.659091 211.545455 679.818182 91.363636 13.614528
"1" 140.75 213.684211 756.368421 95.210526 10.72755
"1" 138.65 203.2 641.2 88 39.852729
"1" 143.241071 186.714286 467.571429 82.857143 27.102225
"1" 130.591709 192.78 540.5 85.4 24.079444
"1" 117.601744 220.954546 673.181818 103.136364 10.249773
"1" 112.661088 212.4 773.6 94.6 24.338903
"1" 122.062687 213.285714 557 95.142857 22.679068
"1" 124.751852 229.647059 806.176471 109.235294 6.494608
"1" 122.188153 200.333333 631 90 22.214999
"1" 136.543046 200.578947 450.736842 85.105263 16.121423
"1" 123.29235 205.695652 481.086957 91.173913 17.804016
"1" 100.36076 230.2 821.6 105.8 17.059015
"1" 113.276316 195 467.416667 84.541667 27.275854
"1" 127.676136 221.454546 768.454546 103.090909 28.989881
"1" 92.7625 206.4 717.2 98 26.229754
"1" 119.058511 227.728814 744.372881 106.508475 19.159831
"1" 94.875 223.25 753.5 102.25 13.160072
"1" 111.3 199.7 612.6 88.9 23.336881
"1" 159.867188 196.375 469 87.625 17.333133
"1" 162.1 221 612 99 11.757551
"1" 143 210.842105 717.894737 99.631579 37.098805
"1" 132.873786 198.923077 549.538462 96.153846 26.323882
"1" 148.653153 192.928571 528.857143 89.714286 17.552981
"1" 124.5422 214.183674 575.77551 101.122449 20.198123
"1" 121.129139 220.421053 767 107.789474 23.223069
"1" 121.181818 203.181818 592.454546 93.636364 45.615533
"1" 137.717687 201.297297 484.972973 92.756757 20.546763
"1" 126.640625 221.75 591.083333 101.25 12.266712
"1" 128.519531 192.625 589.25 86.3125 18.738225
"1" 116.983558 224.5 663.238095 102.190476 20.160144
"1" 135.914414 212.571429 677.857143 97.714286 27.05135
"1" 116.940397 201.157895 639.052632 88.315789 13.9051
"1" 119.484932 199.652174 545.26087 85 47.957842
"1" 111.981061 202.176471 680.117647 92.147059 10.810454
"1" 118.043544 205.547619 625.666667 93.166667 36.937566
"1" 130.677099 174.987952 312.73494 75.26506 12.141781
"1" 131.501166 200.888889 631.481482 83.222222 28.361424
"1" 117.694588 197.938776 604.857143 88.020408 17.209201
"1" 117.405205 183 399.411765 76.823529 21.051777
"1" 130.286177 193.758621 522.534483 83.62069 28.6482
"1" 149.554688 201 629.5 94.5 25.780019
"1" 133.233524 181.363636 390.75 75.818182 12.34683
"1" 110.288194 199.277778 622.055556 82.222222 34.916169
"1" 136.448819 204.4375 665.71875 94 23.847088
"1" 120.5 195.125 558.75 84.1875 39.471459
"1" 136.594595 183.190476 444.857143 78.714286 13.192969
"1" 133.238202 194.035714 554.071429 83.214286 19.811484
"1" 130.246886 183.196429 440.267857 79.482143 13.261102
"1" 140.984252 186.5 476 86.5 23.005095
"1" 125.521368 202.918919 575.324324 88.216216 21.08219
"1" 112.027778 211.043478 634.434783 92.217391 23.235297
"1" 118.90458 196.545455 516.424242 81.606061 26.560533
"1" 119.542955 195.309091 519.345454 87.363636 21.70737
"1" 130.511811 205 641 86 10.688048
"1" 136.324421 190.507042 439.28169 80.774648 15.012565
"1" 127.307544 178.061539 352.430769 72.969231 22.084378
"1" 141.554688 195.4375 492.5625 86 25.685523
"1" 147.547619 187.75 561.5 88.25 8.15092
"1" 117.44 194.537037 448.962963 87.166667 9.484537
"1" 126.934328 194.952381 493.238095 90.619048 24.070004
"1" 99.854167 189.222222 521.666667 89 18.296596
"1" 120.311757 190.4375 431.979167 83.0625 17.114606
"1" 140.255814 181.894737 410.210526 75.315789 16.079464
"1" 142.810764 187.361111 442.944444 80.166667 16.44482
"1" 148.9125 181 451.4 78.2 18.655026
"1" 113.1875 184.8 383.7 74.6 24.976789
"1" 137.149351 186.413793 392.62069 80.103448 17.107967
"1" 108.139241 181 453.8 86.4 27.728145
"1" 137.114583 187.75 493.083333 74.916667 15.957409
"1" 133.428412 190.571429 586.053571 87.375 21.826981
"1" 100.322917 185.666667 527 77 19.995138
"1" 146.272059 187.294118 547.411765 81.352941 14.989962
"1" 133.479957 196.862069 580.086207 85.293103 15.100151
"1" 118.553903 195.529412 505.117647 85.705882 36.01672
"1" 147.21831 183.666667 420.222222 84.666667 13.112994
"1" 95.53125 197.1 565.1 87.7 18.055747
"1" 125.318052 182.863636 449.727273 76.681818 14.317027
"1" 113.943723 193.344828 596.310345 86.482759 17.279475
"1" 116.470289 194.864865 599.432432 88.945946 24.106351
"1" 134.473214 195.785714 526.285714 85.357143 26.266394
"1" 139.89557 191.7 456.3 78.4 12.666787
"1" 128.820878 177.925926 296.055556 71.074074 12.153285
"1" 120.312102 189.2 418.1 82.2 34.497681
"1" 119.885305 184.457143 468.542857 81.514286 35.333582
"1" 113.046911 253.036364 794.927273 118.545455 27.209806
"1" 140.285075 253.714286 777.666667 117.190476 23.21453
"1" 117.319298 257.027778 756.361111 121.777778 18.725272
"1" 109.487069 246.275862 824.172414 122.344828 21.578935
"1" 115.206536 251.729167 763.166667 120.5 15.326935
"1" 116.014365 254 813.438597 124.894737 10.788176
"1" 138.298622 256.487805 805.902439 123.390244 18.944642
"1" 141.554688 252 696.25 115.75 21.987212
"1" 127.266533 245.428571 786.936508 114.746032 19.686789
"1" 133.140678 228.27027 632.756757 103.648649 31.100135
"1" 118.0975 251.68 766.2 120.48 31.534261
"1" 109.46875 216.5 611 104 18.220105
"1" 135.035294 194.729167 414.854167 82.979167 17.754499
"1" 124.229167 210.333333 457 110.666667 17.211108
"1" 135.208955 202.618182 388.018182 94.709091 27.492725
"1" 126.718519 215.411765 610.058824 102.823529 38.795801
"1" 117.871069 198.7 433.8 82 18.352861
"1" 148.046875 196.75 481 94.125 18.389769
"1" 125.830675 216.392157 532.137255 100.54902 22.461621
"1" 134.236631 209.297872 580.531915 93.382979 28.835965
"1" 111.874346 193.666667 484.833333 93.5 28.306237
"1" 112.45 246.2 699.6 114 25.895173
"1" 149.75 245 685.5 113.5 27.5
"1" 118.09375 200 518 95.5 22
"1" 122.82287 237.857143 615.714286 111.892857 17.339939
"1" 140.666667 208.714286 484.428571 98.142857 15.399443
"1" 137.198413 215.625 464.625 99.125 24.020499
"1" 112.756667 184 375.421053 79.368421 26.515662
"1" 112.125 209.44 637.08 93.4 31.039433
"1" 109.375 202 302 82 16.498106
"1" 127.641272 225.364706 669.635294 100.752941 25.894126
"1" 137.100216 212.844828 600.586207 95.87931 29.689635
"1" 132.865598 196.92233 388.747573 84.873786 14.852751
"1" 108.545455 214.363636 589.090909 91.636364 13.667842
"1" 97.382979 228.388889 674 103.611111 7.397864
"1" 122.806667 207.973684 421.421053 90 17.36565
"1" 142.702381 221.181818 538.363636 93 11.577979
"1" 133.193717 220.333333 587.333333 97 12.311636
"1" 106.788288 226.714286 674.5 103.142857 26.877367
"1" 110.664557 197.5 459 86.5 15.994061
"1" 119.362069 223.068966 569.517241 100.206897 25.071645
"1" 143.932735 215.892857 645.678571 93.464286 31.59679
"1" 156.083333 228 725 103 24.828859
"1" 136.09 221.31579 507.052632 98.473684 13.461343
"1" 113.407634 223.463415 716.170732 97.439024 24.920146
"1" 124.111429 222.477273 495.977273 96.772727 18.408361
"1" 108.992857 232.666667 763.111111 109.222222 16.18384
"1" 139.43125 216.5 724.5 96.5 11.832582
"1" 127.429074 189.611111 318.981482 81.425926 18.324315
"1" 109.497024 223.571429 645.571429 101.952381 18.035113
"1" 141.204167 220 643.666667 101.6 37.417999
"1" 147.548173 188.789474 302.684211 82.736842 11.627411
"1" 116.603047 226.730769 677.641026 103.320513 20.671788
"1" 114.672185 194.157895 338.421053 87.631579 15.188565
"1" 140.263258 233.69697 717.090909 105.181818 33.264309
"1" 99.272152 234.6 676 96.8 23.551008
"1" 130.229798 192.52 367.48 88.2 13.049077
"1" 126.53125 193.05 422.1 87.35 17.321302
"1" 129.186757 224.040541 591.95946 101.824324 16.801097
"1" 121.020833 230.866667 605.7 104.266667 21.81969
"1" 96.578947 249.157895 763.842105 111.263158 20.509305
"1" 116.632143 243.257143 705.171429 111.057143 23.630212
"1" 116.429688 226.125 640.725 106 27.103033
"1" 132.118936 201.875 385.175 90.825 23.071573
"1" 120.274419 247.102941 823.985294 117.014706 27.25882
"1" 119.801932 229.538462 655.076923 104.384615 36.684264
"1" 113.083333 215.222222 552.277778 96.222222 25.292853
"1" 137.925197 236.6875 754.75 106.5 34.56493
"1" 139.826389 238.555556 762.333333 109.111111 45.291102
"1" 135.129199 207.506849 414.369863 95.876712 17.499098
"1" 147.454023 202.636364 549.772727 96.409091 19.930302
"1" 132.532164 219.162791 682.511628 101.697674 24.207727
"1" 139.740158 217.625 640 103.5 33.561278
"1" 124.538206 191.421053 299.526316 79.368421 12.291474
"1" 110.602094 207.458333 456.125 93.166667 14.414258
"1" 134.494424 203.823529 564.617647 92.029412 19.2283
"1" 156.4375 237.857143 828.142857 112.714286 19.557346
"1" 97.820513 222.2 668.8 97.4 19.466895
"1" 140.524306 224.833333 624.111111 97.666667 28.377906
"1" 132.256944 233 616.333333 106.666667 17.851237
"1" 146.916667 251.333333 770.933333 113.2 31.877265
"1" 136.84507 224.111111 651.222222 106.444444 22.015146
"1" 141.208955 189.823529 279.352941 81.647059 13.410991
"1" 143.430147 222.117647 498.764706 95.176471 14.971022
"1" 116.242742 206.128205 450.628205 93.307692 17.331835
"1" 158.678733 208.285714 438.071429 94.5 8.362025
"1" 127.65625 203.1 420.5 88.5 39.226139
"1" 134.90625 221.4 613.8 100 14.393054
"1" 103.179688 215.25 566.25 98.25 28.312707
"1" 119.342342 227.571429 717.857143 106.714286 28.60498
"1" 138.810289 222.48718 581.282051 100 34.073537
"1" 114.990234 213.78125 587.6875 91.40625 31.783447
"1" 137.550512 203.511628 431.976744 86.116279 19.066874
"1" 134.919643 206.142857 480.428571 89.095238 12.692777
"1" 113.673077 205.307692 550.076923 95.692308 22.102772
"1" 100.2375 214.6 603.8 100.4 11.625833
"1" 116.589372 219.538462 559.346154 90.461538 20.474548
"1" 126.828125 232.75 636.75 101.25 19.702474
"1" 106.942935 252.478261 792.26087 114.086957 14.37573
"1" 125.490628 255.31579 814.719298 118.701754 21.553644
"1" 140.539773 243.636364 749.818182 105.545455 37.55987
"1" 112.101563 236.5 742.5 103 17.059524
"1" 143.20625 207.2 413.4 87.4 15.286923
"1" 128.585302 201.604167 454.645833 94.666667 20.63758
"1" 117.256623 242.868421 798.5 112.526316 11.036737
"1" 123.344444 208.235294 474.764706 92.352941 39.021509
"1" 155.0625 220 555 98 10.498677
"1" 113.591346 216.153846 474.538462 90 27.013256
"1" 113.816177 218.235294 655.058824 103.294118 16.897411
"1" 126.119247 231.533333 735.066667 110.9 15.510713
"1" 138.880711 209.56 526.44 89.96 29.728101
"1" 137.637387 192.75 426.214286 85.464286 15.259783
"1" 115.024039 226.423077 709.615385 101.384615 27.135099
"1" 148.9625 220.6 663.2 99.8 18.11077
"1" 132.801471 203 451.730769 85.769231 10.248178
"1" 120.516667 217.533333 463.6 104.066667 12.354756
"1" 139.221545 196.580645 444.419355 83.548387 17.285026
"1" 115.064039 214.784314 662.235294 98.921569 33.233865
"1" 129.288703 217.866667 585.4 106.6 16.913374
"1" 121.941406 207.0625 637.75 96.8125 18.753229
"1" 114.584992 229.341463 683.365854 104.048781 27.290492
"1" 140.614286 210.5 564.5 92.590909 30.27672
"1" 138.664557 210 657 99 42.203791
"1" 134.667279 225.470588 654.470588 100.294118 29.77216
"1" 118.0625 195.4 489 85.8 15.551206
"1" 160.0625 237.666667 771.333333 107 18.660713
"1" 88.991071 218.428571 617 103.285714 9.007933
"1" 132.705357 214.857143 581.5 99.357143 31.911549
"1" 131.376175 222.35 621.75 102.8 41.419681
"1" 112.572864 217.28 651 103.08 29.190519
"1" 121.036842 215.958333 617.625 101.25 23.55888
"1" 129.471875 206 570.05 93.55 24.914052
"1" 111.995816 229.4 632.066667 100.8 18.585538
"1" 129.131944 231.222222 552.555556 104 7.959775
"1" 136.326389 218.555556 712.777778 99.111111 16.99092
"1" 132.195822 246.875 804.875 110.875 20.572366
"1" 135.519298 200.444444 515.888889 90.805556 12.661427
"1" 122.911392 203 517 91 26.069906
"1" 113.088136 236 726.421053 100.789474 17.156603
"1" 140.36 219.363636 615.954546 99.454545 33.725067
"1" 118.434783 213.37931 641.724138 99.275862 28.063161
"1" 132.553719 208.73913 583.391304 94.304348 20.604384
"1" 156.586806 250 811.777778 117.5 9.249625
"1" 126.867868 218.238095 663.571429 102 32.206181
"1" 99.458333 245.222222 788.333333 117.777778 6.707284
"1" 156.291139 215.5 619.6 97.9 12.835887
"1" 131.71875 219.5 653.25 96.25 30.855735
"1" 138.806818 202 447 86.545455 27.215888
"1" 117.029268 194.461539 441.230769 82.769231 46.74949
"1" 105.671875 229.166667 791 104.833333 21.29293
"1" 133.851429 236.409091 796.227273 107.681818 28.97163
"1" 133.446875 210.95 559.45 90.3 31.371125
"1" 109.456842 209.1 562.666667 94.5 25.522191
"1" 140.904459 195.3 498 85.7 12.924686
"1" 130.979167 220.916667 649.25 99.083333 16.694976
"1" 123.825719 218.297297 650.783784 99.837838 24.95527
"1" 138.95625 209.6 508.4 96.2 11.685889
"1" 130.691083 237.135593 786.40678 112.237288 23.919993
"1" 105.644886 242.818182 762 112.181818 35.861994
"1" 137.092308 205.886793 562.226415 90.792453 24.130903
"1" 111.964567 199.8125 520.5625 90.875 29.570295
"1" 138.954286 211.272727 549.636364 91.363636 24.553534
"1" 141.5625 214.25 717.3 101.1 36.641882
"1" 109.584838 234.771429 819.685714 110.628571 19.55768
"1" 113.553763 234.357143 723.457143 103.585714 30.281364
"1" 110.563158 235.5 774.333333 101.333333 16.697472
"1" 126.234197 239 778.754098 106.704918 20.083714
"1" 141.559055 201 467.5 86 27.800348
"1" 138.14346 186.8 351 83.8 15.887941
"1" 141.380392 211.875 621.9375 96.25 15.77961
"1" 124.664063 222.916667 764.583333 102.083333 29.607033
"1" 143.614224 240.62069 742.034483 105.655172 43.262108
"1" 101.7 227 697 105 38.581861
"1" 122.045113 217.96 617.28 100.2 19.179739
"1" 111.024457 238.913044 777.695652 108.695652 21.193144
"1" 144.161458 187.666667 422.75 88.833333 16.690608
"1" 147.126214 239.846154 804.423077 104.884615 24.183715
"1" 135.347305 193.047619 459 91.333333 17.743192
"1" 122.050544 246.382716 851.407407 113.938272 23.537638
"1" 125.6875 232.636364 700.727273 104.545455 15.131381
"1" 142.708333 235.481482 702.555556 106.259259 28.71572
"1" 141.536023 217.272727 572.181818 98.136364 7.965836
"1" 137.091667 229.666667 724.333333 106.333333 29.475112
"1" 114.165354 235.25 747.375 105.125 34.619302
"1" 138.456522 218.478261 666.26087 97.173913 27.873669
"1" 115.731436 235.333333 728.333333 107.921569 27.26555
"1" 123.901563 225 594.65 100.7 25.822035
"1" 108.962791 231.814815 713.444444 107.444444 21.90383
"1" 117.817742 235.358974 873.25641 111.282051 21.863061
"1" 121.302083 225.5 773.333333 102.166667 32.304111
"1" 124.345875 223.084211 665.105263 100.010526 25.583703
"1" 132.021127 221.444444 764 103 24.117511
"1" 122.992443 244.08 732.4 111.32 20.351865
"1" 142.229167 238.166667 917.5 113.166667 12.535505
"1" 134.298913 214.130435 629.565217 95.956522 31.05815
"1" 124.96063 204 498 97.5 13.056967
"1" 89.0875 230 739.2 99.8 10.244999
"1" 128.023904 243 827.5 112.25 14.857132
"1" 133.053812 216.285714 537.142857 102.571429 20.779822
"1" 127.483193 242.4 785.133333 110.266667 25.690119
"1" 152.652778 231.222222 778.888889 111 22.19832
"1" 123.067633 233.884615 789.653846 111.346154 23.73909
"1" 145.615385 243.615385 816.461539 115.923077 29.460434
"1" 114.512195 229.277778 743.166667 107.333333 25.430855
"1" 153.492188 208.75 501.75 91 15.791117
"1" 141.910714 232 679.142857 100.428571 39.178816
"1" 148.895833 229 751 106 30.097988
"1" 138.809091 237.142857 737.857143 108.285714 34.882309
"1" 143.009615 216.307692 537.076923 106.923077 27.25097
"1" 150.535714 223.142857 655.428571 101.285714 27.776807
"1" 115.526786 211 465 91 37.748902
"1" 119.296875 229.166667 660.25 108.083333 34.223124
"1" 137.789063 218 543.75 93.25 13.105342
"1" 126.989583 214.4 563.1 98.566667 31.169429
"1" 144.955357 216.857143 622.142857 99.571429 24.670585
"1" 124.335958 235.666667 642.125 115.125 26.936654
"1" 113.971154 231.115385 670.884615 104.769231 32.243343
"1" 130.598214 217.028571 560.657143 91.314286 24.124169
"1" 109.804167 226.333333 662.333333 102.466667 17.114516
"1" 145.46875 219.2 695.8 105.8 15.18025
"1" 136.238739 224.571429 664.142857 100.857143 22.712039
"1" 165.197183 218.111111 655.888889 98 22.420229
"1" 157.859375 215.5 571.75 91.75 15.204851
"1" 116.31087 210.137931 574.241379 89.793103 22.33546
"1" 94.125 247 865 123 14.153916
"1" 145.177966 218.466667 571.533333 102.4 27.516783
"1" 71.71875 209 565 97 7
"1" 112.691194 225.961539 666.673077 102.423077 34.046544
"1" 108.59375 232.9 671.2 99.5 30.450616
"1" 131.838624 227.642105 655.747368 104.505263 23.553699
"1" 142.340278 212 552.888889 86.666667 30.730258
"1" 139.855856 217.857143 569.857143 90.857143 31.998166
"1" 110.215278 220.166667 671.666667 105.5 18.268235
"1" 148.625 221 663.285714 98.142857 30.347646
"1" 105.872549 220.769231 686.538462 101.769231 27.062933
"1" 137.45 228.2 659.4 105.9 20.596116
"1" 117.477941 212.411765 611.117647 104.470588 34.979777
"1" 131.053812 244.428571 767.785714 117.857143 13.035274
"1" 137.283019 239 709.1 117 37.157637
"1" 134.61747 211.571429 626.095238 94.190476 19.419933
"1" 119.13089 232.583333 675.166667 110.333333 26.568962
"1" 127.562217 229.063063 764.126126 101.153153 28.529655
"1" 120.711634 247.392157 851.313726 111.333333 16.899527
"1" 129.458667 215.808511 589.829787 97.468085 24.589578
"1" 129.425183 184.721154 373.307692 81.221154 19.061515
"1" 140.295775 184.037037 291.962963 75.925926 9.052658
"1" 142.495413 210.428571 543.142857 93.285714 24.31259
"1" 140.409091 225.666667 690.111111 109.111111 29.514382
"1" 138.963542 207.291667 472.25 90.625 21.200064
"1" 138.900612 208.292683 503.365854 93.829268 23.39847
"1" 131.142558 195.1 461.4 88.366667 24.221868
"1" 114.901042 212.166667 560.666667 102.5 27.213533
"1" 120.801508 216.4 613.92 98.36 31.756574
"1" 129.130208 221.944444 651.611111 99.944444 22.772357
"1" 113.259868 217.631579 562.026316 96.921053 24.957582
"1" 149.822917 223.416667 610.416667 102.166667 21.975365
"1" 105.8125 198 413 83 12.218181
"1" 126.981584 201.647059 487.235294 89.382353 19.787889
"1" 138.384091 206.178571 527.821429 98.642857 18.545414
"1" 126.676667 202.736842 495 89.315789 22.799013
"1" 126.675325 230.724138 720.086207 104.465517 18.333165
"1" 142.10733 207.625 510.833333 91.541667 17.502331
"1" 120.898389 205.372549 533.27451 97.666667 16.165831
"1" 122.988235 206.418605 590.790698 91.790698 25.471455
"1" 105.365 211.36 620.32 95.8 20.356581
"1" 114.117801 211.75 557.5 96.458333 21.466382
"1" 143.641577 206.8 528.942857 92.171429 25.764871
"1" 133.828571 202.909091 508.545455 95.909091 15.473251
"1" 167.9125 213 639 88 8.109254
"1" 129.122596 215.769231 657.538462 94.846154 17.448699
"1" 124.102362 208.8125 587.1875 92.0625 17.432011
"1" 124.888014 232.236111 721.333333 107.138889 21.601179
"1" 135.6875 208.428571 584.142857 92.857143 15.211435
"1" 131.115471 202.803571 514.232143 87.660714 25.923037
"1" 133.336842 215.916667 690.833333 97.25 18.188061
"1" 116.014205 214.090909 666.454546 93.181818 28.689849
"1" 181.375 198.666667 491.666667 88.666667 2.624669
"1" 135.742647 226.764706 754.676471 104.705882 20.04435
"1" 119.916667 230.5 774.857143 102 17.648784
"1" 151.382813 198.75 499.5 83 18.205425
"1" 167 230 753.5 109.5 9.283722
"1" 138.985796 220.5 627.090909 93.136364 38.386357
"1" 140.120833 200.866667 539.666667 87.7 31.157378
"1" 133.156162 211.731343 609.820896 96.626866 23.817603
"1" 100.791262 236 726.846154 98.538462 21.341406
